# Generation #74
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.4887181523 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.8378495776 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.8378495776 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.8378495776 , 0.2917025250 , 0.4830752818 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.4887181523 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.4887181523 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.8790380517 , 0.7916599262 , 0.9782283202 , 0.8378495776 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.3264727247 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.7121345946 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.4887181523 , 0.2917025250 , 0.2059530882 , 0.1012391070 , 0.8500127282 , 0.3119024414
0.2224093297 , 0.1897830311 , 0.7425254083 , 0.5013355230 , 0.9821073456 , 0.5302064918 , 0.5375715069 , 0.2677629179 , 0.3372072416 , 0.7057036443 , 0.7692147313 , 0.9705786163 , 0.7916599262 , 0.9782283202 , 0.8378495776 , 0.9792152771 , 0.8213080457 , 0.1931590128 , 0.6813413735 , 0.8514349043
0.0757911971 , 0.1759819082 , 0.2175643165 , 0.2590946512 , 0.2383322864 , 0.7376930018 , 0.0777870600 , 0.1600380125 , 0.1272628201 , 0.8356549213 , 0.9635664744 , 0.0105839173 , 0.5804323420 , 0.8627810308 , 0.9908127825 , 0.6708666981 , 0.3066409013 , 0.5395276362 , 0.3935230239 , 0.7093172995
